id,name,host_id,host_name,host_since,host_is_superhost,calculated_host_listings_count,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,latitude,longitude,availability_365,minimum_nights,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,col_31,col_32,col_33,col_34
953545754485317376,master bedroom in nashville w/private bathroom,293243089,Fernando,9/8/19,f,6,t,t,10,District 3,36.2453033,-86.7705256,39,30,Private room,1,1 bath,1,0,$35.00 ,4,0.46,3,3,3,3,3,3,3,,,,
953565481015738496,beautiful downtown high rise,124377362,Shanika,4/5/17,"",14,t,t,16,District 19,36.1504852235761,-86.80044439,139,30,Entire home/apt,2,1 bath,0,1,$110.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
953573300637256064,luxury relaxing high rise,124377362,Shanika,4/5/17,"",14,t,t,16,District 21,36.15056,-86.80136,166,30,Entire home/apt,2,1 bath,0,1,$110.00 ,2,0.35,5,5,5,5,5,5,5,,,,
953583148435899520,high rise modern cityview studio,124377362,Shanika,4/5/17,"",14,t,t,16,District 19,36.1508263177395,-86.79986947,27,30,Entire home/apt,2,1 bath,0,1,$110.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
953584527978674176,pie town penthouse/ *walk to broadway!*,448457901,Luke,3/7/22,t,6,t,t,6,District 19,36.15193,-86.77764,207,1,Entire home/apt,10,3 baths,4,6,$951.00 ,23,2.57,5,4.96,5,5,5,4.61,4.78,,,,
953612781341164672,hyve - cowgirl twirl - walk to broadway,20772148,GoodNight,8/31/14,f,232,t,t,370,District 19,36.1519640749873,-86.77908348,258,1,Entire home/apt,12,3 baths,4,6,$282.00 ,14,1.36,4.71,4.93,5,4.14,4.93,4.5,5,,,,
953656058824809088,nash’s new 2br, Balcony & Views!,520036961,Joseph,6/14/23,t,2,t,t,2,District 19,36.1539842568399,-86.77556399,138,1,Entire home/apt,6,2 baths,2,3,$331.00 ,59,5.73,4.95,4.98,4.95,4.9,4.98,4.88,4.86,,,
953745636278270720,the great gartland - historic charm in east nash,85360355,StayLocal,7/22/16,f,124,t,t,129,District 6,36.1797466993299,-86.74259401,38,1,Entire home/apt,10,2 baths,3,5,$89.00 ,5,1.44,4.6,4.2,4.4,5,5,5,4.6,,,,
953770544177428736,music row luxury townhome unit a,498689502,Raymond,1/30/23,t,3,t,t,6,District 17,36.1400871066567,-86.79457926,240,4,Entire home/apt,9,3.5 baths,3,4,$438.00 ,14,1.82,5,5,5,4.93,5,5,4.86,,,,
953788584191117184,nashvegas 2 blocks from broadway,258218337,Yolanda,4/26/19,f,1,t,t,1,District 19,36.15287,-86.77445,204,2,Entire home/apt,6,2 baths,2,NA,"",30,3.21,4.9,4.83,4.93,4.53,4.83,4.83,4.77,,,,
953800902933514240,10 mins to broadway | brand new | luxury design |,88959664,Julian,8/9/16,t,48,t,t,51,District 8,36.2082888979766,-86.73961796,7,2,Entire home/apt,12,4 baths,4,7,$302.00 ,5,0.56,5,4.8,5,5,5,4.8,5,,,,
953817077525652992,newer entire home in east nashville,55975152,Sarah,1/24/16,f,1,t,t,2,District 6,36.1926847207734,-86.7387178,356,30,Entire home/apt,6,2.5 baths,3,3,$124.00 ,1,1,5,5,4,5,5,5,5,,,,
953851435470422272,wild, Wild East! Sleeps 12+ only 2.5 miles from DT,497490639,Abby,1/22/23,t,7,t,t,21,District 5,36.1958739578207,-86.77310831,307,1,Entire home/apt,12,3.5 baths,5,7,$246.00 ,15,2.14,4.87,4.93,4.73,5,4.87,4.8,4.87,,,
953851440414036864,the rustic refuge! sleeps 12+ only 2.5 miles to dt,497490639,Abby,1/22/23,t,7,t,t,21,District 5,36.19526,-86.77419,316,1,Entire home/apt,12,3.5 baths,5,8,$235.00 ,14,2.2,4.57,4.69,4.54,5,4.31,4.62,4.54,,,,
953870013038161792,music row luxury townhome unit b,498689502,Raymond,1/30/23,t,3,t,t,6,District 17,36.1389691,-86.7943538,270,4,Entire home/apt,9,3.5 baths,3,4,$431.00 ,8,0.95,5,5,5,4.88,4.75,5,4.88,,,,
953974427988555264,cozysuites music row charming 1br free parking! 04,403137298,CozySuites Nashville,5/23/21,f,73,t,t,73,District 19,36.14622888,-86.79624255,342,2,Entire home/apt,4,1 bath,1,2,$103.00 ,11,1.07,4.73,4.82,4.91,4.64,4.73,4.91,4.82,,,,
953974876010794368,cozysuites music row charming 1br free parking! 34,403137298,CozySuites Nashville,5/23/21,f,73,t,t,73,District 19,36.1465108084602,-86.79442809,347,2,Entire home/apt,4,1 bath,1,2,$103.00 ,24,2.45,4.75,4.96,4.83,4.79,4.96,4.92,4.71,,,,
954202307464097792,music city oasis!,152393836,Angela,9/27/17,t,1,t,f,1,District 16,36.1263785075221,-86.72310923,186,2,Entire home/apt,11,3 baths,4,NA,"",24,2.33,4.92,4.83,4.87,5,5,4.91,4.91,,,,
954292749159842432,midterm work travel haven mins from dtown,148130113,BlissfulEscapes,8/28/17,f,4,t,t,4,District 19,36.1510429562866,-86.75966822,0,30,Entire home/apt,4,2 baths,3,4,$129.00 ,1,0.13,5,5,5,5,5,5,5,,,,
954336872697682176,unbeatable east nash location!,11904951,Katie,2/3/14,t,1,t,t,1,District 5,36.18889511,-86.75267067,139,2,Entire home/apt,2,1 bath,0,0,$126.00 ,89,8.84,5,5,5,5,5,4.95,5,,,,
954390385532407168,designer single family house - rooftop - hot tub,501554574,Vector Nashville,2/17/23,t,13,t,t,13,District 21,36.1572443225595,-86.83601858,343,2,Entire home/apt,12,3 baths,4,6,$314.00 ,35,3.32,4.83,4.8,4.94,4.97,4.83,4.06,4.74,,,,
954634459080686976,the compilation (two suites),438770271,Christy,1/3/22,t,6,t,t,6,District 19,36.1457708678565,-86.79217313,329,2,Entire home/apt,8,2 baths,1,4,$286.00 ,1,0.22,5,5,5,5,5,5,5,,,,
954958726749898240,perfect space for travelers!,8187087,Kayla,8/15/13,f,1,t,t,3,District 20,36.1563505778225,-86.84790157,0,30,Private room,1,1 bath,1,NA,"",1,0.11,5,5,5,5,5,5,5,,,,
954971482603170048,carriage house on music row (c),157362828,Ron & Susan,11/4/17,t,9,t,t,11,District 19,36.1445891,-86.7952565,131,2,Entire home/apt,6,1 bath,2,3,$139.00 ,69,6.68,4.93,4.96,4.96,4.88,4.97,4.91,4.87,,,,
955083420085762944,carriage house on music row (b),157362828,Ron & Susan,11/4/17,t,9,t,t,11,District 19,36.1445891,-86.7952565,120,2,Entire home/apt,6,1 bath,2,3,$146.00 ,66,6.73,4.92,4.95,4.92,4.95,4.98,4.94,4.94,,,,
955116574924876928,dog-friendly duplex w/ firepit, renovated interior,134126657,Vacasa Tennessee,6/8/17,f,105,t,t,407,District 15,36.15759587,-86.66998811,364,2,Entire home/apt,6,1 bath,3,4,$138.00 ,6,0.71,4.67,5,4.83,5,5,4.67,4.5,,,
955176507735772928,the kentucky colonel - walkable home w/balcony,85360355,StayLocal,7/22/16,f,124,t,t,129,District 20,36.1591595298748,-86.85269313,325,1,Entire home/apt,6,2.5 baths,3,3,$183.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
955184298147753344,3br cottage lake getaway,531121619,Jimmy,8/10/23,t,1,t,t,1,District 11,36.2193263748783,-86.59273826,270,30,Entire home/apt,6,2 baths,3,0,$202.00 ,11,1.12,5,5,4.91,4.91,5,4.91,4.82,,,,
955265783076209024,nashville getaway - steps to broadway!,180985588,Leah,3/27/18,"",3,t,f,16,District 19,36.1548886,-86.7754139,147,1,Entire home/apt,6,1 bath,1,2,$198.00 ,45,4.5,4.96,5,5,4.82,4.93,4.96,4.87,,,,
955617018610277376,spacious midtown 1 bd,124377362,Shanika,4/5/17,"",14,t,t,16,District 21,36.14919,-86.80611,199,30,Entire home/apt,2,1 bath,1,1,$103.00 ,2,0.24,5,5,5,4,5,5,5,,,,
955791763063961984,modern comfort 8 beds, 4 Bedrm Walk to Restaurants,416033925,Amy,7/30/21,t,51,t,t,60,District 6,36.1774131,-86.754,348,1,Entire home/apt,12,2 baths,4,8,$260.00 ,57,5.55,4.95,4.96,4.89,5,4.96,4.71,4.91,,,
955857767336592256,broadway boho - rooftop deck - mins to downtown,20772148,GoodNight,8/31/14,f,232,t,t,370,District 20,36.1487731140426,-86.85858203,306,1,Entire home/apt,12,4 baths,4,5,$238.00 ,2,0.22,5,5,5,4.5,4.5,5,5,,,,
955857789011034368,sound of speed - mins to downtown - rooftop deck,20772148,GoodNight,8/31/14,f,232,t,t,370,District 20,36.1470949458681,-86.85876738,322,1,Entire home/apt,12,4 baths,4,4,$238.00 ,2,0.26,5,5,5,5,5,5,5,,,,
955857810385891328,classic country - mins to broadway - rooftop deck,20772148,GoodNight,8/31/14,f,232,t,t,370,District 24,36.146942759274,-86.85786613,323,1,Entire home/apt,12,4 baths,4,5,$234.00 ,3,0.33,5,5,4.67,5,5,5,5,,,,
955857831909104512,vintage couture - rooftop deck - mins to downtown,20772148,GoodNight,8/31/14,f,232,t,t,370,District 20,36.1482690943466,-86.85965782,340,1,Entire home/apt,12,4 baths,4,5,$234.00 ,3,0.31,4.33,4.67,4.67,4.67,4.67,4.33,4.33,,,,
956032691663102720,king&queen suite*wlk brdway*pool*parking*free wine,452019833,Dorressa,3/30/22,f,2,t,t,3,District 19,36.1548886,-86.7754139,68,1,Entire home/apt,6,1 bath,1,3,$222.00 ,42,4.29,5,4.98,5,4.93,5,4.98,4.98,,,,
956494152304721152,quiet 1br near downtown+parking+pool corporate,481826176,LeAndra,10/1/22,t,3,t,t,4,District 17,36.1404408298277,-86.74904874,208,30,Entire home/apt,2,1 bath,1,1,$147.00 ,4,0.41,5,5,5,5,5,5,5,,,,
956512888492851584,cozy cottage minutes from newtangers mall!,406789681,Orson,6/12/21,t,1,t,t,1,District 33,36.0325874665379,-86.58890073,235,2,Entire home/apt,6,2 baths,3,3,$171.00 ,32,3.12,4.78,4.66,4.78,4.91,4.91,4.47,4.66,,,,
957210670770474112,music city dream (sleeps 12),440360756,Chris,1/13/22,f,40,t,t,46,District 21,36.1674622489205,-86.83553205,165,1,Entire home/apt,12,3.5 baths,4,7,$91.00 ,37,3.78,4.89,4.84,4.65,4.89,4.89,4.51,4.89,,,,
957425846861615872,city ranch style house,260896686,Sandra,5/9/19,t,1,t,t,1,District 30,36.07493196,-86.70590864,196,3,Entire home/apt,6,1 bath,3,0,$171.00 ,20,1.99,4.95,4.95,5,4.95,5,4.95,4.79,,,,
957547594835052160,house 2 miles from geodis park!,46229313,Wojtek,10/10/15,t,5,t,t,5,District 16,36.1190366,-86.737453,264,2,Entire home/apt,4,1 bath,2,0,$141.00 ,15,1.65,5,5,5,4.93,5,5,4.8,,,,
957924978162109184,stylish bachelorette paradise near downtown nash!,394813260,Cal,3/30/21,t,6,t,t,9,District 21,36.1683205,-86.812792,316,1,Entire home/apt,10,4 baths,4,5,$220.00 ,28,2.79,5,4.93,5,5,5,4.56,4.93,,,,
958108652241362560,tempo trio - 3 downtown homes - private rooftop,20772148,GoodNight,8/31/14,f,232,t,t,370,District 20,36.1489403773359,-86.85813355,299,1,Entire home/apt,16,12 baths,12,14,$1,472.00 ,3,1.45,4.67,5,5,4.33,5,4.67,4.67,,,
958165851988125824,trendy condo minutes from downtown & music row!,531894971,Ryan,8/14/23,t,1,t,t,1,District 21,36.1429234474828,-86.82143662,185,30,Entire home/apt,5,1 bath,2,2,$123.00 ,2,0.23,5,5,5,5,5,5,5,,,,
958203767599651840,modern comfort in east nashville,167462922,Cuile,1/12/18,t,1,t,t,11,District 6,36.1706826570941,-86.74412342,0,2,Entire home/apt,8,2.5 baths,3,NA,"",10,1.09,5,4.9,5,5,5,4.9,5,,,,
958315007696245376,new lux home! city views! enjoy!,38704379,Ijagha,7/16/15,f,1,t,t,1,District 2,36.1955875,-86.7769254,218,2,Entire home/apt,12,2.5 baths,3,0,$361.00 ,8,0.95,4.63,4.63,4.25,4.63,4.88,4.13,4.5,,,,
958700698519469056,the ridge! (hot tub and location!),41260854,Paul,8/12/15,t,1,t,t,1,District 15,36.1655511452292,-86.67821006,348,1,Entire home/apt,7,1 bath,3,3,$220.00 ,35,4.71,4.94,4.94,4.97,5,5,5,4.91,,,,
958717076558692608,dolly's dreamhouse -rooftop deck-mins to broadway!,20772148,GoodNight,8/31/14,f,232,t,t,370,District 20,36.1486826809754,-86.86023696,325,1,Entire home/apt,12,4 baths,4,4,$227.00 ,3,0.44,5,5,5,4.67,5,4,4.67,,,,
958718941774384896,mid-century modern home with a rooftop patio!,351901804,Sarah,6/25/20,t,48,t,t,114,District 19,36.1717771406846,-86.79720632,327,3,Entire home/apt,14,4 baths,5,8,$318.00 ,9,1.16,4.56,4.56,4.78,4.78,4.89,4.67,4.56,,,,
958756282403154560,touch of class-west end,362998947,Carey,8/17/20,t,2,t,f,3,District 21,36.1470408,-86.8166276,146,1,Entire home/apt,6,2 baths,2,3,$242.00 ,10,1.86,4.8,4.9,4.9,4.7,4.8,4.8,4.5,,,,
958769939324352896,music row luxury townhomes a + b,498689502,Raymond,1/30/23,t,3,t,t,6,District 17,36.13988115,-86.79497374,240,4,Entire home/apt,16,7 baths,6,8,$817.00 ,14,1.54,5,5,5,5,4.86,4.93,5,,,,
958770489849992704,the nashville carriage house,160061735,Matthew,11/25/17,t,1,t,t,1,District 14,36.1587475665664,-86.6555577,240,1,Entire home/apt,2,1 bath,1,1,$81.00 ,116,11.45,4.96,4.97,4.98,4.98,4.99,4.91,4.95,,,,
958829965890524544,cozy private bed/bath,137915909,Lindsey,6/30/17,f,1,t,t,1,District 20,36.162282777491,-86.87425628,48,30,Private room,2,1 bath,1,1,$55.00 ,5,0.5,4.8,4.8,5,4.8,5,4.8,5,,,,
958861774124092800,the gibson - walk to broadway, Pool, Free Parking,425884247,Nautical Properties,10/4/21,t,17,t,t,169,District 19,36.15191546,-86.77759241,319,1,Entire home/apt,4,1 bath,1,2,$192.00 ,28,2.77,4.86,4.75,4.96,4.89,4.96,4.25,4.68,,
958874132047976064,broadway honky tonk| pool | courtviews | firepit,123400036,Gleicy,3/30/17,t,1,t,t,2,District 19,36.1551337983186,-86.77525453,143,1,Entire home/apt,5,1 bath,1,3,$244.00 ,49,5,4.94,4.88,4.88,4.69,4.92,4.92,4.65,,,,
958875400659342208,home away from home… nashville,339675949,Ivery,3/1/20,f,1,t,f,1,District 13,36.1276768784155,-86.64030857,252,30,Entire home/apt,7,2 baths,4,2,$125.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
959327514802731648,modern 3 story home with rooftop,532191512,Music City,8/16/23,f,2,t,t,2,District 2,36.1983120671997,-86.78174749,0,2,Entire home/apt,12,3 baths,3,NA,"",2,0.22,3,4,4,4.5,3,2,3.5,,,,
959341703764083072,downtown nashville luxury condo *prime location*,532200914,Skyhawk Properties,8/16/23,t,1,t,t,1,District 19,36.1536594,-86.7751858,25,1,Entire home/apt,4,1 bath,1,0,$220.00 ,37,3.75,4.92,4.95,4.95,4.76,4.92,4.95,4.86,,,,
959373461517068672,hyve - lively luxe- walk to broadway - pool & gym!,20772148,GoodNight,8/31/14,f,232,t,t,370,District 19,36.1524777031108,-86.77722113,358,1,Entire home/apt,4,1 bath,1,2,$220.00 ,7,0.88,4.29,4.14,5,4.14,4.57,4,4.43,,,,
959402459680978560,music city! sleeps 13! 2.5 miles to broadway!,351901804,Sarah,6/25/20,t,48,t,t,114,District 5,36.1821552534932,-86.75826534,303,2,Entire home/apt,12,3.5 baths,5,10,$390.00 ,14,1.83,4.86,4.85,4.77,5,5,4.92,4.77,,,,
959424371107914240,parkside quads - 4 townhomes - mins to downtown,20772148,GoodNight,8/31/14,f,232,t,t,370,District 20,36.147464920982,-86.85973817,289,1,Entire home/apt,16,16 baths,16,19,$1,246.00 ,2,0.21,4.5,5,5,3.5,4,4.5,4.5,,,
959459019077144576,hermitage hideaway | 5min2 lake shopping waterpark,31549142,STAY In Music City,4/19/15,f,10,t,t,10,District 14,36.1787026786722,-86.61652807,348,1,Entire home/apt,10,3.5 baths,3,3,$180.00 ,7,0.72,4.57,4.71,4.29,4.71,4.71,4.71,4.71,,,,
959498410933492608,dwntwn urban chic | pool, Gym, Balcony,432149499,Melissa,11/16/21,"",25,t,t,27,District 19,36.1518925746453,-86.77911517,318,2,Entire home/apt,8,2 baths,3,4,$420.00 ,18,1.91,5,4.89,5,4.94,5,4.33,4.61,,
959525715847102976,minutes to broadway/king bed/free garage parking,370154553,Innesa,10/1/20,t,16,t,t,48,District 21,36.1487804712869,-86.80866963,356,1,Entire home/apt,4,1 bath,1,2,$129.00 ,23,2.29,4.78,4.78,4.65,4.96,4.91,4.91,4.7,,,,
959777635988991872,in the heart of the city,527460725,Ken,7/23/23,f,1,t,t,1,District 19,36.1548886,-86.7754139,208,1,Entire home/apt,6,1 bath,1,NA,"",22,2.24,4.77,4.86,4.81,4.62,4.81,5,4.71,,,,
960072469211217664,8 beds 4 bedroom modern home rooftop patio,351901804,Sarah,6/25/20,t,48,t,t,114,District 19,36.1700549410327,-86.79611121,327,2,Entire home/apt,14,4 baths,5,8,$345.00 ,18,2.4,4.89,4.89,4.89,4.94,5,4.78,5,,,,
960126627986780928,studio w/ pool in the gulch,40939840,National,8/9/15,f,6,t,t,33,District 19,36.152281782028,-86.78321148,0,10,Entire home/apt,3,1 bath,1,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
960134033863282560,micro motel 2 bed!,532195323,Castello Equity,8/16/23,f,1,t,t,1,District 2,36.1942247115675,-86.83118046,0,1,Private room,3,1 bath,1,NA,"",3,0.33,4.33,4.67,4.33,4.67,5,4,4.33,,,,
960143167910566272,quiet house near nashville honky tonks and airport,165376607,Cristian,1/2/18,f,3,t,t,3,District 30,36.0691949449345,-86.70020271,322,2,Entire home/apt,6,1 bath,3,3,$144.00 ,6,0.71,4.83,4.83,4.83,5,5,4.83,4.67,,,,
960157970271949312,rooftop patio - 1 mi to downtown. sleeps 8!,351901804,Sarah,6/25/20,t,48,t,t,114,District 17,36.1469556645667,-86.76521664,332,3,Entire home/apt,10,2.5 baths,3,4,$272.00 ,8,1.08,5,5,4.75,4.88,5,4.75,5,,,,
960157988463588480,sleeps 20! 1 mile to broadway and 2 rooftop patios,351901804,Sarah,6/25/20,t,48,t,t,114,District 17,36.14720041,-86.76526564,320,3,Entire home/apt,16,4.5 baths,6,9,$395.00 ,4,0.69,4.75,4.67,5,4.67,5,4.33,5,,,,
960158564795445248,the nnc: the nashville nature contact,165376607,Cristian,1/2/18,f,3,t,t,3,District 30,36.0689039924386,-86.70027903,322,3,Entire home/apt,6,1 bath,3,3,$161.00 ,5,0.63,5,5,5,5,5,5,5,,,,
960189628060719104,luxury escape on 2nd ave - 1 mil to broadway!,351901804,Sarah,6/25/20,t,48,t,t,114,District 17,36.1486459456132,-86.76572677,326,2,Entire home/apt,10,2.5 baths,3,7,$246.00 ,9,1.33,5,4.89,4.89,5,5,4.78,4.89,,,,
960200568809160576,stay in 12 south - minutes to honky tonks & bars,335977682,Allen,2/13/20,t,87,t,t,111,District 17,36.1251269,-86.7815442,348,2,Entire home/apt,6,1 bath,3,NA,"",18,1.82,4.78,4.94,4.56,5,5,4.94,4.5,,,,
960257288601938432,catch the fireworks here~ sleeps 8! balcony views,351901804,Sarah,6/25/20,t,48,t,t,114,District 19,36.1696592976318,-86.79772501,339,2,Entire home/apt,8,3 baths,3,5,$318.00 ,10,1.33,4.9,4.8,4.9,4.9,5,4.8,4.8,,,,
960318277859303552,townhouse w shaded rooftop/fireplace + parking,532465870,Jackson,8/17/23,t,1,t,t,1,District 8,36.2419631076275,-86.73672277,72,1,Entire home/apt,5,2.5 baths,2,3,$139.00 ,61,7.26,4.98,4.95,4.98,4.97,5,4.9,4.95,,,,
960380867280616832,the harper house - beautifully designed + rooftop.,1542713,Brandon At Hallson Co,12/28/11,t,41,t,t,41,District 17,36.13791605,-86.78730173,313,1,Entire home/apt,10,4 baths,3,7,$440.00 ,37,3.69,4.95,4.92,4.84,4.97,5,4.76,4.86,,,,
960456053367215104,1br king in e nash stadium area,197082329,TMC Hospitality,6/21/18,t,17,t,t,39,District 5,36.1721616,-86.7699844,189,1,Private room,4,1 bath,1,NA,"",2,1.18,5,5,5,5,5,4.5,5,,,,
960801695070448128,gorgeous home 2 mi from broadway,185192182,Inna,4/19/18,f,2,t,t,4,District 5,36.1849421438544,-86.77208172,219,2,Entire home/apt,12,3.5 baths,4,NA,"",6,0.78,5,5,5,5,5,4.67,4.83,,,,
960847794789927168,2 miles to broadway! cozy home!,351901804,Sarah,6/25/20,t,48,t,t,114,District 17,36.1368253,-86.78523895,358,2,Entire home/apt,6,2 baths,3,3,$201.00 ,11,1.43,4.73,4.64,4.82,5,5,4.82,4.73,,,,
960870419601261184,luxury nash home w/ elevator,26171953,Jonathan,1/15/15,t,2,t,t,2,District 2,36.195630945793,-86.77660201,269,3,Entire home/apt,12,4.5 baths,4,9,$729.00 ,21,2.32,5,5,4.86,4.95,5,4.62,4.95,,,,
960970457818392576,nashville chic retreat - blocks from broadway!,522369451,Patti & Sean,6/27/23,t,3,t,t,5,District 19,36.1554544166399,-86.77585699,30,2,Entire home/apt,6,1 bath,1,4,$215.00 ,29,3.1,4.97,4.89,4.96,4.61,5,4.93,4.71,,,,
960993341240670336,locale the gulch | 2br king/king, Highway-Facing,239175383,Locale,1/26/19,f,18,t,t,48,District 19,36.15067,-86.78097,187,1,Entire home/apt,4,2 baths,2,2,$276.00 ,48,5.14,4.65,4.71,4.65,4.56,4.69,4.69,4.46,,,
961176708267514496,minutes to broadway - 7 bed - honkytonk,532660107,Kaylein,8/19/23,f,3,t,t,3,District 19,36.1591915251666,-86.79887392,340,30,Entire home/apt,16,4.5 baths,4,NA,"",19,2.26,4.58,4.58,4.37,4.74,4.42,4.63,4.47,,,,
961525872094182656,howdy nashville,145659517,Jill,8/12/17,t,1,t,t,2,District 5,36.1848271,-86.7694631,159,1,Private room,2,1 bath,1,1,$160.00 ,91,9.04,4.91,4.92,4.93,4.92,4.97,4.91,4.85,,,,
961551672450846464,nashville getaway in the gulch,40056224,JIll,7/30/15,t,2,t,t,2,District 19,36.1473706511044,-86.78209325,246,2,Entire home/apt,4,1 bath,1,1,$175.00 ,24,2.7,4.83,4.96,4.83,5,4.96,4.71,4.75,,,,
961896091456736512,nashville delight sleeps 10,11849086,Elite,2/1/14,t,15,t,t,32,District 8,36.2254064175224,-86.73001389,358,2,Entire home/apt,10,2 baths,4,7,$153.00 ,23,2.33,5,4.95,5,5,5,4.95,4.91,,,,
962165351836282496,12south original - perfect spot,532873472,Louie,8/20/23,t,1,f,f,1,District 18,36.1285212250336,-86.78907289,122,2,Entire home/apt,8,2 baths,4,4,$254.00 ,21,2.32,4.95,5,4.95,5,5,5,4.86,,,,
962313950479697152,* nashville's newest + captivating downtown view *,43800255,John,9/9/15,t,26,t,t,36,District 17,36.1290413257728,-86.75401283,299,1,Entire home/apt,16,4 baths,5,NA,"",27,2.97,4.93,4.96,4.85,4.85,4.96,4.41,4.67,,,,
962326585853249792,music city hideaway!,158343013,Chase,11/11/17,t,3,t,t,4,District 12,36.1684434757174,-86.56788128,343,2,Entire home/apt,8,2 baths,3,4,$171.00 ,26,2.59,5,5,4.88,4.96,5,4.96,5,,,,
962356202827037952,nashville bed & bath 30+day suite: hawthorn,291868278,Shelia,9/4/19,t,7,t,t,28,District 15,36.23381,-86.69194,172,30,Private room,1,1 bath,1,1,$75.00 ,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,
963040603120374144,new construction condo in prime location.,502978865,Lindsey,2/26/23,f,1,t,t,1,District 17,36.1373881986717,-86.767381,146,30,Entire home/apt,2,1 bath,1,1,$99.00 ,2,0.24,5,5,5,5,5,5,5,,,,
963109409020540800,goodtimes suite in east!6 min ->downtown! parking!,255636174,Curated Suites,4/13/19,f,10,t,t,11,District 6,36.177000760221,-86.75367227,360,1,Entire home/apt,9,2 baths,4,8,$172.00 ,64,6.34,4.73,4.83,4.65,4.89,4.79,4.68,4.67,,,,
963248115821721856,sobro farmhouse - walkable to broadway/bridgestone,183543523,Al,4/10/18,t,2,t,t,2,District 19,36.1544358359201,-86.7763191,175,1,Entire home/apt,4,1 bath,1,2,$194.00 ,43,4.36,4.93,4.95,4.98,4.93,5,4.93,4.95,,,,
963258193998966400,rock, Swim, Walk to the Gulch & Broadway,432149499,Melissa,11/16/21,"",25,t,t,27,District 19,36.1512488576039,-86.7775296,302,3,Entire home/apt,8,2 baths,3,4,$353.00 ,20,2.04,4.95,5,4.95,4.95,4.89,4.47,4.95,,
963498043491971712,cozysuites music row modern 1br w/free parking! 32,403137298,CozySuites Nashville,5/23/21,f,73,t,t,73,District 19,36.14667,-86.79621,360,2,Entire home/apt,4,1 bath,1,2,$103.00 ,14,2.07,4.79,4.85,4.62,4.92,4.85,4.85,4.62,,,,
963498172840332160,cozysuites music row modern 1br w/free parking! 47,403137298,CozySuites Nashville,5/23/21,f,73,t,t,73,District 19,36.1458326500398,-86.79633919,351,2,Entire home/apt,4,1 bath,1,2,$103.00 ,28,3.04,4.79,4.75,4.75,4.71,4.86,4.86,4.57,,,,
963762487164780160,brand new massive home/ 1 mile to downtown!,533300169,Dottie,8/22/23,t,1,t,t,1,District 6,36.1622181847415,-86.75246187,115,2,Entire home/apt,12,4 baths,4,4,$407.00 ,27,2.96,4.89,4.92,4.88,4.96,5,4.77,4.85,,,,
963768426613102592,gorgeous s. nashville home! 16 min. from downtown!,14341395,Deanna,4/15/14,f,1,t,f,1,District 27,36.04911,-86.73705,273,30,Entire home/apt,6,2 baths,3,3,$111.00 ,2,0.24,5,5,5,5,5,5,5,,,,
963770071746835200,the ultimate hip-hop haven – rooftop patio,101426897,Host Extraordinaires,10/26/16,t,210,t,t,239,District 2,36.1953037461675,-86.77615862,333,2,Entire home/apt,12,3.5 baths,4,11,$419.00 ,23,2.57,4.96,4.91,4.95,5,5,4.5,4.91,,,,
963819899476246528,girls getaway | rooftop + hottub | karaoke | 2king,29446766,Jonathan,3/16/15,t,2,t,t,3,District 2,36.193253,-86.778043,0,2,Entire home/apt,12,4 baths,4,6,$427.00 ,39,4.06,4.97,4.97,4.97,5,5,4.76,4.97,,,,
963846427466202112,2mi to brdwy! rooftop view ~ fire pit ~ sleeps 12!,351901804,Sarah,6/25/20,t,48,t,t,114,District 5,36.17961647,-86.7595905,345,2,Entire home/apt,12,3.5 baths,4,5,$284.00 ,7,0.91,4.86,5,5,5,5,4.83,4.83,,,,
963878408551868416,resort-style living - blocks from broadway!,522369451,Patti & Sean,6/27/23,t,3,t,t,5,District 19,36.1548886,-86.7754139,29,1,Entire home/apt,6,1 bath,1,3,$182.00 ,26,2.85,4.92,4.92,4.92,4.77,4.96,4.96,4.85,,,,
963903510274990464,bellevue beauty - 2/1.5 +office,20827071,Shannon,9/1/14,t,7,t,t,16,District 35,36.0603335938787,-86.9337591,170,30,Entire home/apt,4,1.5 baths,2,2,$121.00 ,1,0.12,5,5,5,5,5,3,4,,,,
963928632816098816,4 bd haven at east nash- rooftop views! sleeps 12!,351901804,Sarah,6/25/20,t,48,t,t,114,District 5,36.1789210829841,-86.75725224,346,2,Entire home/apt,12,3.5 baths,4,6,$246.00 ,8,1.07,5,5,5,5,5,4.86,5,,,,
964381562660013824,10 beds, 3/3, 5 min to Downtown, Great for groups,12006598,Michelle,2/6/14,t,1,t,t,1,District 21,36.1803083669862,-86.81580712,230,3,Entire home/apt,10,3 baths,3,10,$214.00 ,10,1.06,4.9,4.9,5,5,5,3.6,4.8,
